question,answer
പച്ച മുളക് കൃഷി സംബന്ധിച്ചുള്ള ശ്രദ്ധിക്കേണ്ടത് എന്താണ്?,"മുളക് കൃഷിക്ക് ശരിയായ കാലാവസ്ഥ, കീടമുക്തമായ കൃഷി, മറ്റുള്ള പച്ചക്കറികളുമായി സമന്വയത്തിലാകണം."
പച്ച മുളക് വിളവെടുപ്പ് എങ്ങനെ നടത്താം?,"പച്ച മുളക് വിളവെടുപ്പ് അലങ്കാരാനുസൃതമായ വിധത്തിൽ, പച്ച മുളക് ആദായത്തിന് വിപണിയിൽ കൊണ്ടുവരാവുന്നതാണ്."
ആര്യവേപ്പ് എവിടെ കാണപ്പെടുന്നു?,ആര്യവേപ്പ് (ശാസ്ത്രീയനാമം: Azadirachta indica) ഇന്ത്യയിലെ ഇലപൊഴിയും കാടുകളിൽ കാണപ്പെടുന്നു.
ആര്യവേപ്പ് മരം എന്ത് ഉപയോഗങ്ങൾക്കുള്ളതാണ്?,"ആര്യവേപ്പ് മരം ഔഷധഗുണങ്ങളുമായി ബന്ധപ്പെട്ടു; കീടനാശിനി, തടി കൃഷി ഉപകരണങ്ങൾ, ഔഷധസോപ്പുകൾ എന്നിവയിലെ ഘടകമായി ഉപയോഗിക്കപ്പെടുന്നു."
ആര്യവേപ്പ് മരം എത്ര മീറ്റർ വരെ ഉയരുന്നു?,ആര്യവേപ്പ് മരം ഏകദേശം 30 മീറ്റർ വരെ ഉയരുന്നു.
വേപ്പിന്റെ വിത്ത് എന്തിന് ഉപയോഗിക്കുന്നു?,വേപ്പിന്റെ വിത്തിൽ നിന്നു വേപ്പെണ്ണ ആട്ടിയെടുക്കുന്നു.
വേപ്പിന്റെ പിണ്ണാക്ക് എന്ത് ഉപയോഗത്തിനാണ്?,വേപ്പിന്റെ പിണ്ണാക്ക് വളമായി ഉപയോഗിക്കുന്നു.
വേപ്പിന്റെ ഓയിൽ എവിടെയാണ് ഉപയോഗിക്കുന്നത്?,"വേപ്പിന്റെ എണ്ണ ഔഷധസോപ്പുകളിൽ, ബാഗ്യവ്യാധി ചികിത്സയിലും, ജൈവ കീടനാശിനികളിലും ഉപയോഗിക്കുന്നു."
വേപ്പിന്റെ പച്ചക്കറിവർഗങ്ങളിൽ എന്ത് പ്രശ്നങ്ങൾക്കുള്ള ഉത്തരം ആണ്?,"വേപ്പിന്റെ എണ്ണ പച്ചക്കറിവർഗങ്ങളിൽ ചാഴി, ഇലചുരുട്ടിപ്പുഴു, ഗാളീച്ച, ഇലച്ചാടി എന്നിവയുടെ ആക്രമണം തടയാൻ ഉപയോഗിക്കും."
വേപ്പിന്റെ കായകൾ എങ്ങനെ ശേഖരിക്കാം?,"വേപ്പിന്റെ കായകൾ പാകമാകുമ്പോൾ ശേഖരിച്ച്, വെയിലത്തുണങ്ങി പോളിത്തീൻ കവറുകളിൽ നട്ട് മുളപ്പിച്ചെടുക്കാം."
വേപ്പിന്റെ തൈകൾ എങ്ങനെ വളർത്താം?,മുളച്ചുപൊന്തിയ തൈകൾ 3-4 മാസം പ്രായമായ ശേഷം നന്നായി വെയിൽ ലഭിക്കുന്ന സ്ഥലത്ത് മാറ്റിനട്ട് വളർത്തിയെടുക്കാം.
വേപ്പിന്റെ കായ്ക്കു എത്ര വർഷം കൊണ്ട് ലഭിക്കും?,നട്ട് നടത്തിയ ശേഷമുള്ള 5-6 വർഷം കഴിഞ്ഞാൽ മരത്തിൽ കായകൾ ലഭിക്ക beginnen.
വേപ്പിന്റെ എമെൽഷൻ എത്ര പ്രാവശ്യം ഉപയോഗിക്കാം?,"5% വീര്യമുള്ള വേപ്പിന്റെ കുരുമിശ്രിതം, 2% വീര്യമുള്ള എമെൽഷനോ പൊsprinkle ചെയ്യാമെന്ന് പ്രായോഗികമാണ്."
വേപ്പിന്റെ ഔഷധ ഗുണങ്ങൾ എന്തെല്ലാമാണ്?,"വേപ്പിന്റെ ഔഷധ ഗുണങ്ങൾ include: തലച്ചോപ്പും, പല്ലിന്റേതായ രോഗങ്ങൾ, രക്തസമ്മർദ്ദം, പ്രമേഹം, കൂടാതെ വളയം."
തക്കാളി എന്താണ്?,എളുപ്പത്തിൽ കൃഷി ചെയ്യാവുന്ന ഒരു പച്ചക്കറിയാണ് തക്കാളി.
തക്കാളി ഒരു ഏത് തരം സസ്യമാണ്?,തക്കാളി ഒരു ഉഷ്ണകാല സസ്യം കൂടിയാണ്.
തക്കാളി എവിടെ വളരാൻ അനുയോജ്യമാണ്?,ഉഷ്ണമേഖലയിലെ വരണ്ട പ്രദേശങ്ങളിലാണ് തക്കാളി സമൃദ്ധമായി വളരുന്നത്.
തക്കാളി വളരുന്നതിന് എത്ര പ്രത്യേകതകൾ ആവശ്യമാണ്?,ബാക്ടീരിയാ വാട്ടമില്ലാത്ത ഇനങ്ങൾ തിരഞ്ഞെടുക്കാൻ ശ്രദ്ധിക്കുക.
തക്കാളി എങ്ങനെ ആരോഗ്യത്തിന് ഗുണകരമാണ്?,"150 ഗ്രാം പാകം ചെന്ന തക്കാളി വിറ്റാമിൻ A, C, K, ഫോലേറ്റ്, പൊട്ടാസ്യം എന്നിവയുടെ സ്രോതസിന് കഴിയും."
തക്കാളിയിൽ എന്ത് പോഷകങ്ങൾ അടങ്ങിയിട്ടുണ്ട്?,"തക്കാളിയിൽ വിറ്റാമിൻ A, C, K, ഫോലേറ്റ്, പൊട്ടാസ്യം, സോഡിയം, പൊരിത കൊഴുപ്പ്, കൊളസ്ട്രോൾ, കലോറി എന്നിവ കുറവാണ്."
തക്കാളി എങ്ങനെ ഹൃദ്രോഗങ്ങളിൽ ഉപകാരപ്രദമാണ്?,"തക്കാളി ഉയർന്ന രക്തസമ്മർദ്ദം, ഉയർന്ന കൊളസ്ട്രോൾ, പക്ഷാഘാതം, ഹൃദ്രോഗങ്ങൾ എന്നിവയിൽ നിന്ന് സംരക്ഷണം നല്കും."
തക്കാളി രക്തത്തിലെ പഞ്ചാരത്തിന്റെ അളവിനെ എങ്ങനെ നിയന്ത്രിക്കുന്നു?,തക്കാളിയിലടങ്ങിയിട്ടുള്ള ക്രോമിയം രക്തത്തിലെ പഞ്ചാരത്തിന്റെ അളവിനെ നിയന്ത്രിക്കാൻ സഹായിക്കും.
തക്കാളി കാഴ്ച മെച്ചപ്പെടുത്തുന്നതിന് എങ്ങനെ സഹായിക്കുന്നു?,തക്കാളിയിലെ വിറ്റാമിൻ A കണ്ണിന്റെ കാഴ്ച മെച്ചപ്പെടുത്താനും നിശാന്ധത തടയാനും സഹായിക്കുന്നു.
തക്കാളി പ്രായമായ ശേഷം എന്താണ് സംഭവിക്കുന്നത്?,തക്കാളി കഴിക്കുന്നതിലൂടെ മക്കുലാർഡീജനറേഷൻ പോലുള്ള കാഴ്ച വൈകല്യങ്ങൾ വരാനുള്ള സാധ്യത കുറയുന്നു.
ശരീര ഭാരം കുറയ്ക്കുന്നതിൽ തക്കാളി എങ്ങനെ സഹായിക്കും?,ശരീര ഭാരം കുറയ്ക്കാനും ഭക്ഷണക്രമവും വ്യായാമവും പതിവാക്കിയിട്ടുണ്ടെങ്കിൽ തക്കാളി സഹായിക്കും.
തക്കാളി എവിടെ ഉപയോഗിക്കാം?,തക്കാളി സാലഡുകളിലും സാന്ഡ്‌വിച്ചുകളിലും മറ്റും ഉപയോഗിക്കാം.
തക്കാളി എങ്ങനെ വയറ് നിറയ്ക്കുന്ന ആഹാരമായി പ്രവർത്തിക്കുന്നു?,തക്കാളിയിൽ ധാരാളം ഫൈബറും വെള്ളവും അടങ്ങിയിട്ടുള്ളതിനാൽ ഇത് വയറ് നിറയ്ക്കുന്ന ആഹാരമായി പ്രവർത്തിക്കുന്നു.
തക്കാളി എന്തുകൊണ്ട് നല്ല ഭക്ഷണമാണ്?,അധികം കലോറിയും കൊഴുപ്പും ഇല്ലാത്തതിന്റെ കാരണം തക്കാളി വേഗം വയറ് നിറയ്ക്കുന്നു.
"തക്കാളി പല്ലുകൾ, അസ്ഥികൾ, മുടി, ചർമം എന്നിവയ്ക്ക് എങ്ങനെ ഗുണകരമാണ്?","തക്കാളി ആരോഗ്യകരമായ പല്ലുകൾ, അസ്ഥികൾ, മുടി, ചർമം നിലനിർത്താൻ സഹായിക്കും."
തക്കാളി ജ്യൂസിന്റെ ഉപയോഗം എന്ത് ഗുണം നൽകും?,തക്കാളി ജ്യൂസിന്റെ ഉചിതമായ ഉപയോഗം കടുത്ത സൂര്യതാപങ്ങൾ സുഖമാക്കും.
തക്കാളി ഫേസ് പായ്ക്ക് എങ്ങനെ ഉപയോഗിക്കുന്നു?,തക്കാളി കൊണ്ടുണ്ടാക്കുന്ന ഫേസ് പായ്ക്കുകൾ ചർമത്തിലെ വരകളും ചുളിവുകളും നീക്കം ചെയ്യുന്നതിനും മുഖക്കുരു തടയുന്നതിനും നല്ലതാണ്.
പ്രായം കൂടുമ്പോൾ താക്കാളി എങ്ങനെ പ്രയോജനകരമാണ്?,പ്രായമാകുന്നതു കൊണ്ട് മുഖത്തുണ്ടാകുന്ന ത്വക്കിന്റെ ഇലാസ്തികത നിലനിർത്തുന്നതിനും തക്കാളിയിൽ ധാതുക്കളുള്ള ലേപനങ്ങൾ ഉപയോഗിക്കുന്നു.
